,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
461,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2.0,2.0,tried smoking,social drinker,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3,2.0,3,i am always on time,only to avoid hurting someone,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,few hours a day,3.0,3.0,3.0,2.0,4.0,3,4.0,29.0,189.0,96.0,3.0,male,right handed,masters degree,yes,village,house/bungalow
462,4.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4,5.0,5.0,5.0,3.0,tried smoking,social drinker,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,1.0,5.0,5.0,4.0,3.0,2.0,4.0,3,1.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,4,2.0,2,i am always on time,sometimes,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,few hours a day,4.0,1.0,3.0,3.0,2.0,2,3.0,20.0,173.0,60.0,2.0,female,right handed,college/bachelor degree,no,village,house/bungalow
463,5.0,3.0,3.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,5,1.0,3.0,5.0,5.0,never smoked,social drinker,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,5.0,3.0,1.0,4.0,4.0,1.0,5.0,2.0,4.0,3.0,3,1.0,5.0,3.0,5.0,2.0,4.0,5.0,5.0,3,1.0,3,i am often running late,never,1.0,1.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,2.0,2.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,less than an hour a day,3.0,4.0,1.0,1.0,2.0,1,4.0,18.0,164.0,60.0,0.0,female,right handed,secondary school,yes,city,block of flats
464,5.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,1.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,4.0,4,5.0,3.0,5.0,1.0,tried smoking,social drinker,3.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,1.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0,5,5.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0,4,3.0,4,i am always on time,sometimes,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,few hours a day,3.0,5.0,4.0,3.0,5.0,2,4.0,22.0,172.0,50.0,1.0,female,right handed,secondary school,no,city,house/bungalow
465,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,3.0,3.0,1.0,5.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3,1.0,3.0,1.0,2.0,never smoked,never,4.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,5.0,1.0,5.0,4.0,1.0,5.0,2,4.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0,3,1.0,3,i am often running late,sometimes,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,less than an hour a day,4.0,2.0,3.0,2.0,4.0,2,4.0,17.0,157.0,46.0,1.0,female,right handed,secondary school,no,city,house/bungalow
466,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,5,1.0,1.0,3.0,3.0,former smoker,drink a lot,5.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4,3.0,3.0,3.0,1.0,5.0,1.0,3.0,1.0,3,2.0,5,i am always on time,sometimes,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,few hours a day,1.0,5.0,3.0,2.0,3.0,3,3.0,19.0,189.0,72.0,0.0,male,right handed,college/bachelor degree,yes,city,block of flats
467,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,5,5.0,4.0,5.0,5.0,tried smoking,social drinker,2.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,5.0,3.0,1.0,5.0,5.0,4.0,2.0,4.0,4.0,3,2.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,3,3.0,3,i am often running late,sometimes,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,3.0,few hours a day,4.0,4.0,1.0,2.0,2.0,1,3.0,20.0,161.0,46.0,1.0,female,right handed,secondary school,no,village,house/bungalow
468,5.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,3,2.0,3.0,3.0,4.0,current smoker,social drinker,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,3,3.0,4.0,5.0,2.0,2.0,4.0,3.0,5.0,3,1.0,3,i am often early,sometimes,3.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,few hours a day,3.0,5.0,5.0,4.0,4.0,5,5.0,18.0,173.0,60.0,1.0,female,right handed,secondary school,yes,village,house/bungalow
469,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1,1.0,4.0,1.0,3.0,tried smoking,drink a lot,5.0,4.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,2,5.0,5.0,4.0,4.0,3.0,5.0,1.0,5.0,4,3.0,5,i am often early,never,5.0,5.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,most of the day,4.0,2.0,3.0,4.0,3.0,5,5.0,22.0,195.0,83.0,2.0,male,,secondary school,yes,city,block of flats
470,4.0,3.0,4.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,3,3.0,3.0,4.0,4.0,never smoked,social drinker,3.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,5.0,2,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3,3.0,3,i am always on time,only to avoid hurting someone,2.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,few hours a day,5.0,3.0,3.0,2.0,3.0,1,2.0,19.0,167.0,58.0,1.0,female,right handed,secondary school,no,village,block of flats
471,5.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,2.0,2.0,1.0,5.0,2.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,1,1.0,3.0,2.0,1.0,tried smoking,social drinker,4.0,1.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,1.0,5.0,3,1.0,4.0,5.0,1.0,4.0,1.0,2.0,4.0,4,1.0,5,i am always on time,sometimes,2.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,few hours a day,1.0,3.0,3.0,3.0,2.0,2,4.0,20.0,178.0,74.0,1.0,male,right handed,secondary school,no,city,block of flats
472,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,1,1.0,4.0,1.0,5.0,never smoked,social drinker,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,5.0,4.0,3.0,4.0,5,2.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3,2.0,1,i am always on time,sometimes,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,few hours a day,3.0,1.0,4.0,3.0,2.0,2,4.0,25.0,186.0,78.0,1.0,male,right handed,masters degree,no,village,block of flats
473,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,2.0,4.0,current smoker,drink a lot,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,2.0,5.0,4,2.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,1,3.0,2,i am often early,never,1.0,1.0,5.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,3.0,5.0,5.0,4.0,1.0,1.0,less than an hour a day,5.0,1.0,1.0,2.0,1.0,2,3.0,29.0,170.0,64.0,0.0,male,left handed,masters degree,yes,village,house/bungalow
474,5.0,3.0,5.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,3.0,4.0,4.0,3.0,5,5.0,2.0,3.0,5.0,tried smoking,social drinker,3.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,1,3.0,5.0,5.0,2.0,2.0,4.0,1.0,5.0,5,2.0,5,i am often running late,everytime it suits me,3.0,4.0,1.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,1.0,2.0,5.0,4.0,2.0,few hours a day,3.0,3.0,1.0,2.0,3.0,5,5.0,19.0,180.0,80.0,1.0,male,right handed,secondary school,no,village,house/bungalow
475,5.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,2.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,3.0,5.0,1.0,1.0,4,3.0,1.0,2.0,3.0,current smoker,drink a lot,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,2.0,5.0,4.0,4.0,2.0,5.0,2,2.0,5.0,4.0,3.0,5.0,3.0,2.0,5.0,3,2.0,5,i am often running late,sometimes,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,few hours a day,1.0,2.0,2.0,5.0,2.0,1,3.0,18.0,172.0,60.0,4.0,female,right handed,secondary school,no,city,
476,5.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,5.0,2.0,3.0,5.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2,2.0,2.0,2.0,3.0,tried smoking,social drinker,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,2,1.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3,1.0,4,i am always on time,everytime it suits me,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,few hours a day,3.0,4.0,3.0,5.0,4.0,2,3.0,20.0,175.0,60.0,2.0,female,right handed,secondary school,no,city,house/bungalow
477,5.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,2,1.0,3.0,2.0,1.0,tried smoking,social drinker,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,1,1.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,1,1.0,3,i am often running late,only to avoid hurting someone,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,most of the day,3.0,5.0,5.0,4.0,3.0,2,5.0,18.0,169.0,53.0,3.0,female,right handed,secondary school,no,city,block of flats
478,5.0,4.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,5.0,1.0,4.0,5.0,1.0,3.0,4.0,2.0,2,2.0,2.0,4.0,4.0,former smoker,never,4.0,1.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,5.0,3,3.0,4.0,5.0,4.0,3.0,5.0,1.0,5.0,5,4.0,4,i am always on time,only to avoid hurting someone,4.0,4.0,3.0,5.0,3.0,3.0,1.0,5.0,2.0,3.0,5.0,4.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,most of the day,3.0,2.0,4.0,4.0,3.0,4,4.0,30.0,180.0,80.0,3.0,male,right handed,masters degree,no,city,house/bungalow
479,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,3,3.0,3.0,3.0,2.0,tried smoking,social drinker,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,3,4.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,3,1.0,3,i am always on time,only to avoid hurting someone,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,few hours a day,3.0,3.0,2.0,3.0,3.0,2,3.0,20.0,175.0,57.0,1.0,female,right handed,secondary school,no,city,block of flats
480,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,1.0,2.0,3,1.0,1.0,2.0,4.0,tried smoking,social drinker,3.0,3.0,3.0,5.0,3.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,3,5.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,4,3.0,4,i am often running late,only to avoid hurting someone,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,few hours a day,3.0,4.0,3.0,3.0,4.0,3,4.0,21.0,161.0,55.0,2.0,female,right handed,secondary school,no,city,block of flats
481,5.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0,4.0,4.0,5.0,1.0,3.0,1.0,5.0,4.0,4.0,5.0,1.0,2.0,5.0,3.0,4.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,3.0,2.0,never smoked,social drinker,3.0,1.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,4.0,2,2.0,1.0,4.0,3.0,1.0,5.0,2.0,3.0,4,2.0,2,i am often early,sometimes,4.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,1.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0,4.0,1.0,2.0,5.0,4.0,4.0,few hours a day,3.0,1.0,1.0,4.0,2.0,3,5.0,22.0,190.0,65.0,1.0,male,right handed,college/bachelor degree,no,city,block of flats
